userid,date,hour,points
8897647e-775a-4e5b-943f-e0d5ea781457,8/15/19,18,1511
3361e130-2cc4-4811-b16d-99e589907612,8/21/19,19,745
83a874c2-17a7-45c5-be0a-080874379187,8/23/19,19,434
8897647e-775a-4e5b-943f-e0d5ea781457,8/23/19,19,1249
be1c3cb4-e9a7-4cf1-89dd-8577690c01a2,8/25/19,18,549
83a874c2-17a7-45c5-be0a-080874379187,8/25/19,19,-4595
59796123-9eac-4aa2-ad37-0724fbc47400,8/30/19,20,599
a0e951b8-aecd-4fc6-b03c-93a0cf459dd2,8/30/19,18,686
5f9954e5-a9ef-4a6e-8d6f-a1a941c9802c,9/13/19,19,1192
5bf61f44-c16c-4771-bbf8-b4d0843f462b,9/13/19,18,-74
7c1a9d3e-16bf-45b7-828f-fa36a736483c,9/21/19,17,-32
0cd27753-7324-4bcd-9c12-6abcd3cab92b,9/13/19,18,982
8ef9619f-5509-4be8-964c-bff343ea2c2f,9/21/19,17,538
0f9027e8-a4ff-4191-99e1-75c475443c9a,9/22/19,18,-309
d84726c3-bc0a-4833-9b10-dc827d5b5973,8/2/19,19,11
8ef9619f-5509-4be8-964c-bff343ea2c2f,8/6/19,19,1708
086ba8d9-6cc6-4dbb-8f99-28aae3c90424,8/2/19,19,2
81b8f131-9b23-4024-850b-867171aa8936,8/15/19,18,474
cec339f2-e6b0-4575-aa5b-30206dcfc4d0,9/24/19,17,-2276
30fa8b97-469b-4747-a460-95176ed82661,9/26/19,19,130
cc22eb95-b285-4d60-9599-31e59f069061,9/22/19,17,776
212364ea-49b5-4137-ad71-54ff8d16dbb4,9/26/19,19,611
81b8f131-9b23-4024-850b-867171aa8936,10/15/19,19,112
3361e130-2cc4-4811-b16d-99e589907612,10/24/19,19,-325
d84726c3-bc0a-4833-9b10-dc827d5b5973,10/15/19,19,387
d83f724d-4517-46df-910d-a2ce6643bdf8,10/23/19,19,597
d0d4cdeb-77b3-41e8-b343-a589ce1a982c,10/23/19,19,290
7c1a9d3e-16bf-45b7-828f-fa36a736483c,10/24/19,20,1454
43c7bc97-3b77-4a63-bd29-6a7179d8dd5c,11/18/19,20,336
0cd27753-7324-4bcd-9c12-6abcd3cab92b,11/13/19,18,224
731bb80f-63fd-4106-b175-759ef82b73f6,11/18/19,18,538
8897647e-775a-4e5b-943f-e0d5ea781457,12/3/19,20,226
63b86ff7-cb08-4bc1-a306-693692d75cd1,11/20/19,19,-80
aae33cf2-6774-4576-b7c6-01a3cf16e269,10/28/19,19,-27
7c1a9d3e-16bf-45b7-828f-fa36a736483c,11/4/19,19,-1051
5bf61f44-c16c-4771-bbf8-b4d0843f462b,11/4/19,19,-323
cec339f2-e6b0-4575-aa5b-30206dcfc4d0,11/25/19,18,909
7c1a9d3e-16bf-45b7-828f-fa36a736483c,10/28/19,19,-945
cc22eb95-b285-4d60-9599-31e59f069061,12/20/19,19,-601
b76f6a18-9dfc-4f05-b2f5-f0cb7c18056b,12/2/19,18,148
83a874c2-17a7-45c5-be0a-080874379187,12/10/19,19,-819
d84726c3-bc0a-4833-9b10-dc827d5b5973,12/17/19,16,289
c78d8f0e-06a3-4543-bfb7-e9c0fd0f84dc,12/26/19,19,315
e728144b-011a-46cc-9288-ede18b6460ab,12/26/19,18,-64
a21305de-c964-46b2-970e-023be02cbf62,6/24/19,20,292
202b363c-30e1-499d-b68c-1f9fd6d3507a,6/11/19,19,530
5613db24-bdb1-4753-b11f-4846cdf2f537,6/11/19,20,120
6dbdc3bc-b16e-4ca0-9a00-00ee18b2bbda,6/10/19,20,379
e04313d0-51b4-4f88-bf29-79fce6e25994,6/11/19,20,-3772
6dbdc3bc-b16e-4ca0-9a00-00ee18b2bbda,6/19/19,19,139
eda59589-6d06-4465-ba2c-76c3d4db34ee,6/11/19,20,18
5536de37-1eec-43f0-9df9-7cb38127970e,6/5/19,20,101
5536de37-1eec-43f0-9df9-7cb38127970e,5/31/19,20,750
ce7bd204-b799-4cb5-9c01-b84fb2e35c4c,6/19/19,19,-2956
3144045c-d7ce-4beb-9fb8-f569fef68665,7/5/19,20,-128
5536de37-1eec-43f0-9df9-7cb38127970e,6/19/19,19,436
bbc7614d-6ba0-4beb-89d4-994602e72a8d,5/23/19,20,86
2cca8b2c-dd8a-4802-85d3-edcea9b3e891,6/24/19,20,-1164
5614abac-3b69-4cd2-a9c9-d5e296a4427e,5/21/19,20,158
0d760344-d29e-49e2-8fed-bc3d8c833198,6/11/19,19,31
e04313d0-51b4-4f88-bf29-79fce6e25994,6/10/19,20,-4163
0d760344-d29e-49e2-8fed-bc3d8c833198,6/5/19,20,153
bac9eebd-af01-4e71-9bae-29e5329678f4,6/23/19,20,-33
dd77d0a4-c35c-4e36-867f-339d4f114c2e,5/16/19,19,2942
f2a26432-350d-4bdc-bf14-e11acfd9dd2d,7/12/19,20,67
eda59589-6d06-4465-ba2c-76c3d4db34ee,7/12/19,19,453
e04313d0-51b4-4f88-bf29-79fce6e25994,7/17/19,19,1434
5614abac-3b69-4cd2-a9c9-d5e296a4427e,7/24/19,20,-199
25466573-f753-4b54-9846-591020b36a9e,8/2/19,18,635
bd80c3bc-2d67-4e00-b786-6212998e3236,8/2/19,19,-164
5614abac-3b69-4cd2-a9c9-d5e296a4427e,8/5/19,19,606
5e998b5c-1043-4422-9771-4ad0d4f6887e,8/10/19,19,-107
87898b2b-bd3a-4702-ad6e-f259b39796f5,2/6/19,20,126
dd77d0a4-c35c-4e36-867f-339d4f114c2e,3/12/19,20,1173
5613db24-bdb1-4753-b11f-4846cdf2f537,2/15/19,19,530
5536de37-1eec-43f0-9df9-7cb38127970e,3/22/19,19,-510
dd9aa0d3-1d70-4707-839f-a4c31e8d2385,2/27/19,20,673
2b72d2c2-da00-4963-8115-397eb0c3d736,4/8/19,20,-572
25466573-f753-4b54-9846-591020b36a9e,1/15/19,18,646
87898b2b-bd3a-4702-ad6e-f259b39796f5,4/18/19,20,2758
ce7bd204-b799-4cb5-9c01-b84fb2e35c4c,3/14/19,19,927
03a7267f-a1eb-4a8f-9108-d3495c36d808,3/8/19,20,291
5613db24-bdb1-4753-b11f-4846cdf2f537,3/1/19,19,748
2cca8b2c-dd8a-4802-85d3-edcea9b3e891,3/12/19,20,-316
d456acf9-dc29-4e47-9312-874c10f0b898,3/18/19,20,333
f793fe4a-24a2-4ccf-b468-be45876b3c5f,4/1/19,20,439
5613db24-bdb1-4753-b11f-4846cdf2f537,2/1/19,19,-1024
bd80c3bc-2d67-4e00-b786-6212998e3236,5/13/19,20,-90
5536de37-1eec-43f0-9df9-7cb38127970e,4/1/19,20,-23
f2a26432-350d-4bdc-bf14-e11acfd9dd2d,5/14/19,19,386
ce7bd204-b799-4cb5-9c01-b84fb2e35c4c,1/22/19,18,572
3c40d5ef-da1f-4afe-bac6-2250adfd2d21,4/26/19,20,107
5613db24-bdb1-4753-b11f-4846cdf2f537,3/18/19,19,573
dd9aa0d3-1d70-4707-839f-a4c31e8d2385,4/8/19,20,137
87898b2b-bd3a-4702-ad6e-f259b39796f5,4/12/19,19,2498
5e998b5c-1043-4422-9771-4ad0d4f6887e,3/25/19,19,124
d456acf9-dc29-4e47-9312-874c10f0b898,4/17/19,19,1193
dd77d0a4-c35c-4e36-867f-339d4f114c2e,4/12/19,19,2002
0606620d-ddcb-40d1-8bda-c470464247f9,8/21/19,19,-1358
7057834d-ff5b-4bf6-b211-da590d2f5d20,8/15/19,18,-4
7e5ca617-fa9a-4220-b6b8-329d8dbc5297,8/22/19,18,-311
dd77d0a4-c35c-4e36-867f-339d4f114c2e,8/23/19,19,3083
0606620d-ddcb-40d1-8bda-c470464247f9,8/30/19,19,-1100
1773500d-d27a-4ae9-95de-f387bba60ad2,8/30/19,19,-17
bbc7614d-6ba0-4beb-89d4-994602e72a8d,8/27/19,20,-58
5e998b5c-1043-4422-9771-4ad0d4f6887e,8/27/19,18,134
0d760344-d29e-49e2-8fed-bc3d8c833198,9/13/19,19,244
1773500d-d27a-4ae9-95de-f387bba60ad2,9/13/19,18,102
2cca8b2c-dd8a-4802-85d3-edcea9b3e891,8/27/19,20,562
0606620d-ddcb-40d1-8bda-c470464247f9,8/6/19,19,-75
77dfb216-d485-4755-9da3-090035f691a9,8/14/19,19,351
82984593-0668-4179-a36f-981ede5aa6bc,8/25/19,19,340
ce7bd204-b799-4cb5-9c01-b84fb2e35c4c,8/6/19,19,-24
ce7bd204-b799-4cb5-9c01-b84fb2e35c4c,8/2/19,19,-2201
87898b2b-bd3a-4702-ad6e-f259b39796f5,8/10/19,18,583
03a7267f-a1eb-4a8f-9108-d3495c36d808,8/14/19,18,883
eda59589-6d06-4465-ba2c-76c3d4db34ee,8/14/19,19,1342
f2a26432-350d-4bdc-bf14-e11acfd9dd2d,9/13/19,17,-632
e04313d0-51b4-4f88-bf29-79fce6e25994,9/24/19,20,350
cd24d9d0-8021-421c-b7cc-706e5197b79c,9/24/19,17,-595
d03e36fb-016e-440b-87e3-a248edd7ad27,9/26/19,19,-234
dd77d0a4-c35c-4e36-867f-339d4f114c2e,9/13/19,18,4090
99a36001-5d52-464c-84df-ae62ce157f47,10/15/19,19,897
26bbb6fd-df14-4f65-9f6a-a0831db1a851,10/15/19,19,1144
bbc7614d-6ba0-4beb-89d4-994602e72a8d,10/15/19,19,-48
d03e36fb-016e-440b-87e3-a248edd7ad27,10/24/19,20,309
bbc7614d-6ba0-4beb-89d4-994602e72a8d,10/24/19,19,217
5e998b5c-1043-4422-9771-4ad0d4f6887e,11/8/19,19,94
0606620d-ddcb-40d1-8bda-c470464247f9,11/13/19,19,-85
dd77d0a4-c35c-4e36-867f-339d4f114c2e,11/13/19,19,2453
99a36001-5d52-464c-84df-ae62ce157f47,11/19/19,19,1437
5614abac-3b69-4cd2-a9c9-d5e296a4427e,11/20/19,19,-158
77dfb216-d485-4755-9da3-090035f691a9,11/4/19,19,141
5e998b5c-1043-4422-9771-4ad0d4f6887e,10/28/19,20,-8
f793fe4a-24a2-4ccf-b468-be45876b3c5f,10/28/19,18,-464
bac9eebd-af01-4e71-9bae-29e5329678f4,12/6/19,19,68
cd24d9d0-8021-421c-b7cc-706e5197b79c,12/2/19,18,1553
82984593-0668-4179-a36f-981ede5aa6bc,12/9/19,19,669
e04313d0-51b4-4f88-bf29-79fce6e25994,12/16/19,19,30
f2a26432-350d-4bdc-bf14-e11acfd9dd2d,12/20/19,19,87
2b72d2c2-da00-4963-8115-397eb0c3d736,12/26/19,20,-242
7aa56cb8-961b-413d-b7d2-bbbfcbb259ad,6/10/19,19,-2201
04349051-988d-475a-b5f6-7da384c3e2e2,6/11/19,20,191
61e90410-e01b-41e9-bb5a-ce1cadf111a8,6/10/19,19,-734
911bc170-bf9c-4642-a3ef-2064f8a7d83a,6/19/19,20,0
8f8b814e-5561-4040-a4ad-37e55e8041fe,7/5/19,19,145
276e1460-c94b-494a-9ba2-ee312dc0c0d2,6/11/19,20,-400
be2f3d54-dac0-4265-b87d-d1e36e0aa8e9,6/10/19,20,2059
798f23dd-daa1-40a4-a89b-064b0ec073ae,6/11/19,20,-1545
93010b03-5632-4509-8440-060880ee96c7,6/19/19,20,48
7cebb63a-eedd-4e6a-b7c9-e100a72f2209,6/28/19,20,258
42da9788-c413-48bd-8678-766cc4df7ba4,6/19/19,20,-2410
d294be30-a2d6-48d8-9ba1-47eebc2ce2bd,6/28/19,19,-87
1c66dad5-5f07-49f8-99cf-7218ae9410e7,5/31/19,20,567
d516307d-b0de-4731-93d2-25c1ac700446,5/16/19,19,-23
ac82863d-664b-45fc-a4c5-606450026563,5/31/19,20,-81
d49fd882-f155-4732-9fce-5f7a3aac5b2d,5/29/19,18,417
c6aa2c57-e8ac-4ab3-bdb0-e788ea640eb7,7/5/19,20,422
1ef820f2-4f68-4598-86a7-a675f00477f9,6/28/19,20,-98
7aa56cb8-961b-413d-b7d2-bbbfcbb259ad,7/5/19,19,2138
1ef820f2-4f68-4598-86a7-a675f00477f9,6/19/19,19,-308
d33f08bf-be6f-43f6-a165-d5dd2e01e89c,7/9/19,20,-320
276e1460-c94b-494a-9ba2-ee312dc0c0d2,6/28/19,20,-50
d1711f68-e7c0-4e67-8ee4-de395fbc7baf,5/31/19,20,130
d33f08bf-be6f-43f6-a165-d5dd2e01e89c,5/29/19,18,8
60a4176b-ee3b-4b7c-b395-1ab894cdcca0,7/12/19,20,-709
f77ab860-c556-43a8-a422-f5a605df2f95,7/17/19,19,-868
f4afe718-b689-4df4-96be-8df225f215ba,7/24/19,19,0
c603849a-96c7-4481-b9b0-fc40cbd017bb,7/24/19,19,31
c6aa2c57-e8ac-4ab3-bdb0-e788ea640eb7,7/24/19,20,326
8f8b814e-5561-4040-a4ad-37e55e8041fe,8/2/19,18,-82
ac82863d-664b-45fc-a4c5-606450026563,8/5/19,19,754
7aa56cb8-961b-413d-b7d2-bbbfcbb259ad,8/5/19,19,420
04349051-988d-475a-b5f6-7da384c3e2e2,3/7/19,20,-24
c603849a-96c7-4481-b9b0-fc40cbd017bb,5/3/19,19,-14
d1711f68-e7c0-4e67-8ee4-de395fbc7baf,1/15/19,18,-686
ebfef67d-b395-4e80-b6c7-c4596b649a8b,4/26/19,20,-144
b84e4e23-8be3-4d8b-ad3f-f7511eea5bf0,3/7/19,20,-194
2da64b73-2244-44bd-b196-dc0c4382e513,5/3/19,20,320
04349051-988d-475a-b5f6-7da384c3e2e2,4/18/19,20,58
d33f08bf-be6f-43f6-a165-d5dd2e01e89c,5/13/19,19,-53
be2f3d54-dac0-4265-b87d-d1e36e0aa8e9,4/8/19,19,586
f527742b-2e52-4866-989a-d5a808df2d1b,3/18/19,19,716
f77ab860-c556-43a8-a422-f5a605df2f95,5/13/19,19,-134
5dc31dd2-6f87-4b03-bf36-7aaa0819d837,4/1/19,20,285
04349051-988d-475a-b5f6-7da384c3e2e2,2/20/19,19,-140
04349051-988d-475a-b5f6-7da384c3e2e2,2/6/19,20,212
d294be30-a2d6-48d8-9ba1-47eebc2ce2bd,3/18/19,20,-183
42da9788-c413-48bd-8678-766cc4df7ba4,4/2/19,20,92
c6aa2c57-e8ac-4ab3-bdb0-e788ea640eb7,4/1/19,20,272
911bc170-bf9c-4642-a3ef-2064f8a7d83a,4/17/19,20,153
f527742b-2e52-4866-989a-d5a808df2d1b,3/8/19,19,-139
c6aa2c57-e8ac-4ab3-bdb0-e788ea640eb7,4/17/19,19,-512
c6aa2c57-e8ac-4ab3-bdb0-e788ea640eb7,3/18/19,19,170
5dc31dd2-6f87-4b03-bf36-7aaa0819d837,4/10/19,20,-692
a9b91b98-cbe2-460e-8c39-687ca23f9f1e,2/6/19,19,-512
04349051-988d-475a-b5f6-7da384c3e2e2,4/5/19,19,50
ebfef67d-b395-4e80-b6c7-c4596b649a8b,5/13/19,19,191
51460c68-3065-476d-b8a1-8c589753e661,4/10/19,20,44
51460c68-3065-476d-b8a1-8c589753e661,4/23/19,19,-46
c6aa2c57-e8ac-4ab3-bdb0-e788ea640eb7,5/14/19,19,298
d1711f68-e7c0-4e67-8ee4-de395fbc7baf,1/22/19,18,203
c603849a-96c7-4481-b9b0-fc40cbd017bb,8/21/19,19,-93
2da64b73-2244-44bd-b196-dc0c4382e513,8/21/19,19,-564
d33f08bf-be6f-43f6-a165-d5dd2e01e89c,8/21/19,19,-447
be2f3d54-dac0-4265-b87d-d1e36e0aa8e9,8/25/19,18,-220
15e091b8-0172-4f04-96d3-110ba785d9ef,8/25/19,20,-36
b968c758-0d1a-47e7-9bd7-3402d8ed3ef6,8/27/19,18,157
d294be30-a2d6-48d8-9ba1-47eebc2ce2bd,8/30/19,19,-91
b968c758-0d1a-47e7-9bd7-3402d8ed3ef6,9/4/19,18,641
d33f08bf-be6f-43f6-a165-d5dd2e01e89c,8/27/19,20,-649
d294be30-a2d6-48d8-9ba1-47eebc2ce2bd,9/13/19,18,59
ebfef67d-b395-4e80-b6c7-c4596b649a8b,9/17/19,19,11
f527742b-2e52-4866-989a-d5a808df2d1b,8/2/19,18,-800
c404a9d2-8cc7-43e2-83fc-d18f5cf35a70,8/23/19,19,213
d294be30-a2d6-48d8-9ba1-47eebc2ce2bd,8/23/19,19,-32
62e5cd13-2aa7-4354-ac79-eec419b108b2,8/14/19,18,-520
d516307d-b0de-4731-93d2-25c1ac700446,8/14/19,18,1537
ebfef67d-b395-4e80-b6c7-c4596b649a8b,8/2/19,18,139
5dc31dd2-6f87-4b03-bf36-7aaa0819d837,8/14/19,18,-1645
2da64b73-2244-44bd-b196-dc0c4382e513,8/14/19,19,64
8f8b814e-5561-4040-a4ad-37e55e8041fe,9/13/19,18,-242
f77ab860-c556-43a8-a422-f5a605df2f95,9/26/19,19,-535
ebfef67d-b395-4e80-b6c7-c4596b649a8b,9/13/19,18,-247
7aa56cb8-961b-413d-b7d2-bbbfcbb259ad,9/24/19,17,-99
04349051-988d-475a-b5f6-7da384c3e2e2,9/24/19,20,60
ebfef67d-b395-4e80-b6c7-c4596b649a8b,9/28/19,19,70
a3dc325c-8dee-4f6b-bcc1-3707730afbf4,9/28/19,19,79
5dc31dd2-6f87-4b03-bf36-7aaa0819d837,9/21/19,17,1011
b968c758-0d1a-47e7-9bd7-3402d8ed3ef6,10/22/19,20,-388
798f23dd-daa1-40a4-a89b-064b0ec073ae,10/15/19,19,1066
798f23dd-daa1-40a4-a89b-064b0ec073ae,10/22/19,19,358
d516307d-b0de-4731-93d2-25c1ac700446,10/15/19,19,1161
911bc170-bf9c-4642-a3ef-2064f8a7d83a,11/8/19,16,-23
15e091b8-0172-4f04-96d3-110ba785d9ef,11/13/19,18,-212
b84e4e23-8be3-4d8b-ad3f-f7511eea5bf0,11/20/19,19,-73
a9b91b98-cbe2-460e-8c39-687ca23f9f1e,11/18/19,18,-74
911bc170-bf9c-4642-a3ef-2064f8a7d83a,11/19/19,19,-86
ebfef67d-b395-4e80-b6c7-c4596b649a8b,11/4/19,20,122
c603849a-96c7-4481-b9b0-fc40cbd017bb,11/20/19,19,-312
a9b91b98-cbe2-460e-8c39-687ca23f9f1e,11/4/19,18,-421
2f2e9442-b447-4d1d-97ab-9165d0540747,11/4/19,18,-37
9b918db1-9b24-4ee5-82f3-f448d1c40889,11/25/19,18,1628
276e1460-c94b-494a-9ba2-ee312dc0c0d2,11/25/19,18,257
7cebb63a-eedd-4e6a-b7c9-e100a72f2209,12/4/19,19,213
c404a9d2-8cc7-43e2-83fc-d18f5cf35a70,12/6/19,19,-886
f527742b-2e52-4866-989a-d5a808df2d1b,12/10/19,20,123
d33f08bf-be6f-43f6-a165-d5dd2e01e89c,12/16/19,19,283
60a4176b-ee3b-4b7c-b395-1ab894cdcca0,12/26/19,20,29
167e1963-b078-43be-964b-11fb0038255b,6/11/19,19,146
e4da6c31-9407-481a-869e-9cd7c9d8d1a4,6/5/19,19,219
ac025044-e018-4f01-8a5d-2776a61b7a45,6/11/19,19,164
313403e8-98e3-4cbb-a178-89dbc6d4f859,6/24/19,20,-95
70bea761-f023-4cbb-9938-f68bfa8141b6,7/9/19,20,-154
5c492715-ab58-4748-9a26-41e5431160b9,6/28/19,20,25
72cc554f-3567-42b6-b47f-38fc070c811b,6/24/19,20,14
e7d2c72b-3c46-4034-93fe-47bf63e80bfd,6/10/19,20,229
70bea761-f023-4cbb-9938-f68bfa8141b6,6/23/19,20,158
0f39c432-63eb-4741-bbeb-6fcffb617c09,6/11/19,19,190
ac025044-e018-4f01-8a5d-2776a61b7a45,6/19/19,19,91
310d61ec-9253-436f-8ac7-f9a1ce00284b,6/11/19,20,643
ac16498e-2f47-4284-84c3-4d84ff48a112,6/11/19,20,-266
1407f7cc-fdb1-404e-96d1-7573f7cf04eb,5/31/19,20,299
9f075bb2-0634-40ff-a4c9-8b76c43366c4,6/24/19,20,-188
e4da6c31-9407-481a-869e-9cd7c9d8d1a4,5/31/19,20,74
70bea761-f023-4cbb-9938-f68bfa8141b6,6/24/19,20,-297
91aafbfe-9b08-4a2b-af76-e63fe5e89d4f,7/9/19,20,615
20e73026-7cb3-4398-bca2-dc97afd6fc4e,5/31/19,20,74
50f231d3-e9c3-4e5a-88d9-d82d977b0320,6/24/19,20,464
50f231d3-e9c3-4e5a-88d9-d82d977b0320,5/29/19,18,464
91aafbfe-9b08-4a2b-af76-e63fe5e89d4f,5/16/19,20,-27
5165c1cd-bc63-4216-bc0c-74dbe2ea739a,7/12/19,20,-399
ac16498e-2f47-4284-84c3-4d84ff48a112,7/12/19,19,-128
70bea761-f023-4cbb-9938-f68bfa8141b6,7/12/19,19,36
4ae11f19-a6a2-4452-8722-77a6e9b14082,7/24/19,19,-124
54ad4260-596c-4974-9c48-7024522cc4b8,8/2/19,19,382
0259c0fa-3226-4c65-94a3-93e1d27c0603,8/5/19,19,213
2277e735-6706-4656-9965-74cce1920d7f,8/10/19,19,740
91aafbfe-9b08-4a2b-af76-e63fe5e89d4f,1/7/19,19,232
91aafbfe-9b08-4a2b-af76-e63fe5e89d4f,4/18/19,20,-345
70bea761-f023-4cbb-9938-f68bfa8141b6,4/8/19,19,-411
3bcd0d93-c509-4c3b-b618-51d76f23529b,1/7/19,19,129
8f49438a-5a03-4c6c-b739-238fa9e155df,3/18/19,20,90
6c9c3a6c-944b-43d3-8bf3-2762b49a2852,3/20/19,19,-422
e7d2c72b-3c46-4034-93fe-47bf63e80bfd,4/18/19,19,914
2277e735-6706-4656-9965-74cce1920d7f,2/13/19,16,286
70bea761-f023-4cbb-9938-f68bfa8141b6,4/18/19,19,-197
50f231d3-e9c3-4e5a-88d9-d82d977b0320,3/12/19,20,112
8681d0a7-dd0e-4ea8-8935-d0aa2cdd80d7,4/25/19,20,447
3b0db501-df0f-4dd2-a74a-ea48766051f2,3/7/19,20,785
ac16498e-2f47-4284-84c3-4d84ff48a112,4/12/19,19,-21
1f159730-9819-4ef7-aaa6-9aa98bdf17c1,3/15/19,20,-88
5c492715-ab58-4748-9a26-41e5431160b9,1/22/19,18,-37
f1b937ba-2235-495e-8701-0cae922ed5ee,2/1/19,19,590
6c9c3a6c-944b-43d3-8bf3-2762b49a2852,5/3/19,20,-2282
1f159730-9819-4ef7-aaa6-9aa98bdf17c1,5/14/19,19,515
1f159730-9819-4ef7-aaa6-9aa98bdf17c1,5/3/19,20,533
5c492715-ab58-4748-9a26-41e5431160b9,4/24/19,20,290
5c492715-ab58-4748-9a26-41e5431160b9,1/15/19,18,50
1f159730-9819-4ef7-aaa6-9aa98bdf17c1,3/28/19,20,122
5c492715-ab58-4748-9a26-41e5431160b9,2/28/19,19,142
fe8aed3e-53d1-4b56-8bff-0ac92c2c1c4c,3/7/19,19,175
54ad4260-596c-4974-9c48-7024522cc4b8,4/26/19,20,146
0609c981-417b-472b-9651-5599fa1f67e0,1/22/19,18,76
310d61ec-9253-436f-8ac7-f9a1ce00284b,8/14/19,19,-315
0259c0fa-3226-4c65-94a3-93e1d27c0603,8/22/19,18,789
72cc554f-3567-42b6-b47f-38fc070c811b,8/25/19,18,-2908
ac16498e-2f47-4284-84c3-4d84ff48a112,8/25/19,18,-66
50f231d3-e9c3-4e5a-88d9-d82d977b0320,8/25/19,19,2277
20e73026-7cb3-4398-bca2-dc97afd6fc4e,8/27/19,20,80
0259c0fa-3226-4c65-94a3-93e1d27c0603,9/4/19,18,1401
8f49438a-5a03-4c6c-b739-238fa9e155df,9/13/19,19,610
0609c981-417b-472b-9651-5599fa1f67e0,9/13/19,19,679
4ae11f19-a6a2-4452-8722-77a6e9b14082,9/21/19,17,192
4c174e6e-322c-4e54-ba54-cfa7853b4bf8,9/21/19,17,47
167e1963-b078-43be-964b-11fb0038255b,8/2/19,19,-663
f1b937ba-2235-495e-8701-0cae922ed5ee,8/2/19,18,-1478
72cc554f-3567-42b6-b47f-38fc070c811b,8/2/19,19,-327
50f231d3-e9c3-4e5a-88d9-d82d977b0320,8/30/19,19,1985
0609c981-417b-472b-9651-5599fa1f67e0,8/2/19,18,125
1f159730-9819-4ef7-aaa6-9aa98bdf17c1,9/22/19,17,825
50f231d3-e9c3-4e5a-88d9-d82d977b0320,8/14/19,19,2379
e4da6c31-9407-481a-869e-9cd7c9d8d1a4,9/28/19,19,-57
f1b937ba-2235-495e-8701-0cae922ed5ee,9/24/19,20,656
e4da6c31-9407-481a-869e-9cd7c9d8d1a4,8/14/19,19,37
4ae11f19-a6a2-4452-8722-77a6e9b14082,9/13/19,19,452
f1b937ba-2235-495e-8701-0cae922ed5ee,9/28/19,19,-241
e7d2c72b-3c46-4034-93fe-47bf63e80bfd,10/15/19,19,107
70bea761-f023-4cbb-9938-f68bfa8141b6,10/15/19,19,252
f1b937ba-2235-495e-8701-0cae922ed5ee,10/15/19,19,557
f64eb2ae-0a6f-4b36-a157-526b83a5ec5e,10/24/19,20,-71
310d61ec-9253-436f-8ac7-f9a1ce00284b,10/23/19,18,338
75d403ba-fce9-455e-bf6e-6e307a0e7053,11/18/19,20,-219
8f49438a-5a03-4c6c-b739-238fa9e155df,11/13/19,19,179
1c20c5b4-34fe-4e8a-9599-274a29134ea6,11/13/19,18,-49
2277e735-6706-4656-9965-74cce1920d7f,11/25/19,18,885
91aafbfe-9b08-4a2b-af76-e63fe5e89d4f,11/18/19,20,-118
79f3f964-e56d-4fa6-af9c-45315c196cbb,10/28/19,20,866
0609c981-417b-472b-9651-5599fa1f67e0,11/4/19,20,32
e7d2c72b-3c46-4034-93fe-47bf63e80bfd,10/28/19,19,462
72cb2db7-657e-4005-b9f6-191589b4f2de,11/4/19,20,-99
7fa448e9-9563-4e16-8fc3-f5cc77b6682b,11/25/19,18,359
3ae2e7fb-97c3-4763-8430-7ab9325cfef6,12/4/19,18,119
3a2dbbbe-368b-420c-bb5b-4511fd8a82d5,12/6/19,19,232
7fa448e9-9563-4e16-8fc3-f5cc77b6682b,12/4/19,18,-120
4ae11f19-a6a2-4452-8722-77a6e9b14082,12/6/19,19,-963
ac65ac33-4970-427f-9fa3-01c3473668cf,12/13/19,19,-7
0609c981-417b-472b-9651-5599fa1f67e0,12/26/19,19,407
d68f17ba-664a-472f-b22e-84e7e5b62fca,6/11/19,20,94
da846c79-e681-48e6-bf07-d99ec1fd6c0b,6/24/19,20,-113
0abb1267-2e87-4a6b-ae98-9c667d88a14a,6/11/19,20,1450
44d07ab2-0cdd-4fa5-9f05-574d7416ab40,6/11/19,20,663
69720b3e-07a2-4d37-9c11-467609543eaf,6/28/19,20,727
53846e78-5dab-4a18-93fc-ed9aa73a3753,6/24/19,19,234
f623ccfd-b38e-40dd-957f-198372741728,6/28/19,20,435
9370ca28-6833-496d-837b-07b1f19b0c5c,5/14/19,19,3797
00c1a1fe-1f70-4078-b7d5-e56b65d28e1f,6/10/19,20,222
ad03898c-0ce8-4b26-874b-698b64947e11,7/9/19,20,44
44d07ab2-0cdd-4fa5-9f05-574d7416ab40,6/30/19,19,61
693d4107-f6eb-4529-9273-0bb5790737a3,6/19/19,20,2561
6e5400a4-c0d8-4927-b1f9-5ad3f28fdef3,5/14/19,19,-196
9eafdd4d-4991-4532-9a8c-901bc6e9dda9,6/10/19,20,-49
4c04e01d-185a-4846-8ebf-af4f6a26b30c,5/29/19,18,272
4c04e01d-185a-4846-8ebf-af4f6a26b30c,6/28/19,20,325
96cdd24d-a68d-4cf5-b06d-926bfaf7a038,5/31/19,20,45
00c1a1fe-1f70-4078-b7d5-e56b65d28e1f,5/31/19,20,203
ac856431-0d82-410b-8636-b86dca8a29f8,7/24/19,19,293
987e6487-a245-4f18-9f20-42b8db717c1c,7/17/19,19,-455
8ecc637e-b722-4556-8398-956aad342520,7/24/19,20,919
0abb1267-2e87-4a6b-ae98-9c667d88a14a,8/2/19,19,-1844
69720b3e-07a2-4d37-9c11-467609543eaf,8/2/19,18,-88
